KMYF;N32* 48.94';W117* 8.37';427;Montgomery Field;San Diego;California
KMYV;N39* 5.87';W121* 34.19';62;Yuba County Airport;Marysville;California
KNID;N35* 41.13';W117* 41.52';2283;Naval Air Weapons Station China Lake;Ridgecrest;California
KNJK;N32* 49.75';W115* 40.3';-43;Naval Air Facility El Centro;El Centro;California
KNKX;N32* 52.1';W117* 8.55';478;Marine Corps Air Station Miramar;San Diego;California
KNLC;N36* 19.98';W119* 57.12';234;Naval Air Station Lemoore;Lemoore;California
KNRS;N32* 34';W117* 7';24;Naval Outlying Landing Field Imperial Beach;Imperial Beach;California
KNSI;N33* 14.39';W119* 27.49';504;Naval Outlying Field San Nicolas Island;San Nicolas Island;California
KNTD;N34* 7.22';W119* 7.26';12;Naval Air Station Point Mugu;Oxnard;California
KNTK;N33* 42.4';W117* 49.65';54;Marine Corps Air Station Tustin;Santa Ana;California
KNUC;N33* 1.4';W118* 35.22';182;Naval Auxiliary Landing Field San Clemente Island;San Clemente;California
KNUQ;N37* 24.91';W122* 2.9';32;Moffett Federal Airfield;Mountain View;California
KNZJ;N33* 40.57';W117* 43.87';383;Marine Corps Air Station El Toro;Santa Ana;California
KNZY;N32* 41.95';W117* 12.92';26;Naval Air Station North Island;San Diego;California
KOAK;N37* 43.28';W122* 13.24';6;Oakland International Airport;Oakland;California
KOAR;N36* 40.91';W121* 45.75';134;Marina Airport;Marina;California
KOKB;N33* 13.08';W117* 21.09';28;Oceanside Municipal Airport;Oceanside;California
KONT;N34* 3.36';W117* 36.07';944;Ontario International Airport;Ontario;California
KOVE;N39* 29.27';W121* 37.32';193;Oroville Municipal Airport;Oroville;California
KOXR;N34* 12.05';W119* 12.43';43;Oxnard Airport;Oxnard;California
KPAO;N37* 27.67';W122* 6.9';4;Palo Alto Airport of Santa Clara County;Palo Alto;California
KPMD;N34* 37.76';W118* 5.07';2543;Palmdale Regional Airport;Palmdale;California
KPOC;N34* 5.5';W117* 46.91';1011;Brackett Airport;La Verne;California
KPRB;N35* 40.37';W120* 37.62';836;Paso Robles Municipal Airport;Paso Robles;California
KPSP;N33* 49.78';W116* 30.4';477;Palm Springs International Airport;Palm Springs;California
KPTV;N36* 1.78';W119* 3.76';442;Porterville Municipal Airport;Porterville;California
KPVF;N38* 43.45';W120* 45.2';2583;Placerville Airport;Placerville;California
KRAL;N33* 57.11';W117* 26.71';818;Riverside Municipal Airport;Riverside;California
KRBL;N40* 9.04';W122* 15.14';349;Red Bluff Municipal Airport;Red Bluff;California
KRDD;N40* 30.54';W122* 17.6';502;Redding Municipal Airport;Redding;California
KRHV;N37* 19.97';W121* 49.19';133;Reid-Hillview Airport;San Jose;California
KRIR;N33* 59.38';W117* 24.64';764;Flabob Airport;Riverside;California
KRIU;N38* 29.21';W121* 6.17';141;Rancho Murieta Airport;Rancho Murieta;California
KRIV;N33* 52.83';W117* 15.57';1535;March Air Reserve Base;Riverside;California
KRNM;N33* 2.35';W116* 54.92';1393;Ramona Airport;Ramona;California
KSAC;N38* 30.75';W121* 29.61';24;Sacramento Executive Airport;Sacramento;California
KSAN;N32* 44.01';W117* 11.38';15;San Diego International Airport (Lindbergh Field);San Diego;California
KSAS;N33* 14.49';W115* 57.15';-85;Salton Sea Airport;Salton City;California
KSBA;N34* 25.57';W119* 50.42';10;Santa Barbara Municipal Airport;Santa Barbara;California
KSBD;N34* 5.72';W117* 14.09';1157;San Bernardino International Airport;San Bernardino;California
KSBP;N35* 14.21';W120* 38.51';212;San Luis Obispo County Regional Airport;San Luis Obispo;California
KSCK;N37* 53.65';W121* 14.3';34;Stockton Metro Airport;Stockton;California
KSDM;N32* 34.34';W116* 58.82';526;Brown Municipal Airport;San Diego;California
KSEE;N32* 49.57';W116* 58.35';387;Gillespie Airport;San Diego;California
KSFO;N37* 37.14';W122* 22.49';13;San Francisco International Airport;San Mateo County;California
KSIY;N41* 46.89';W122* 28.09';2648;Siskiyou County Airport;Montague;California
KSJC;N37* 21.76';W121* 55.74';62;Norman Y. Mineta San José International Airport;San Jose;California
KSLI;N33* 47.4';W118* 3.12';35;Los Alamitos Army Airfield;Los Alamitos;California
KSMF;N38* 41.73';W121* 35.45';28;Sacramento International Airport;Sacramento;California
KSMO;N34* 0.95';W118* 27.08';175;Santa Monica Airport;Santa Monica;California
KSMX;N34* 53.94';W120* 27.45';261;Santa Maria Public Airport (Capt. G. Allan Hancock Field);Santa Maria;California
KSNA;N33* 40.54';W117* 52.09';56;John Wayne-Orange County Airport;Santa Ana;California
KSNS;N36* 39.77';W121* 36.38';84;Salinas Airport;Salinas;California
KSQL;N37* 30.71';W122* 14.97';5;San Carlos Airport;San Carlos;California
KSTS;N38* 30.54';W122* 48.77';125;Sonoma County Airport;Santa Rosa;California
KSUU;N38* 15.76';W121* 55.65';62;Travis Air Force Base;Fairfield;California
KSVE;N40* 22.54';W120* 34.36';4149;Susanville Airport;Susanville;California
KSZP;N34* 20.83';W119* 3.67';245;Santa Paula Airport;Santa Paula;California
KTCY;N37* 41.35';W121* 26.51';193;Tracy Municipal Airport;Tracy;California
KTLR;N36* 9.36';W119* 19.59';271;Mefford Airport;Tulare;California
KTNP;N34* 7.9';W115* 56.75';1887;Twentynine Palms Airport;Twentynine Palms;California
KTOA;N33* 48.2';W118* 20.38';103;Zamperini Airport;Torrance;California
KTRK;N39* 19.2';W120* 8.37';5900;Truckee-Tahoe Airport;Truckee;California
KTRM;N33* 37.6';W116* 9.58';-114;Desert Resorts Regional Airport;Palm Springs;California
KTSP;N35* 8.1';W118* 26.35';4001;Tehachapi Municipal Airport;Tehachapi;California
KTVL;N38* 53.63';W119* 59.72';6264;Lake Tahoe Airport;South Lake Tahoe;California
KUDD;N33* 44.91';W116* 16.49';73;Bermuda Dunes Airport;Palm Springs;California
KUKI;N39* 7.56';W123* 12.05';614;Ukiah Municipal Airport;Ukiah;California
KVBG;N34* 43.78';W120* 34.61';369;Vandenberg Air Force Base;Lompoc;California
KVCB;N38* 22.61';W121* 57.75';114;Nut Tree Airport;Vacaville;California
KVCV;N34* 35.85';W117* 22.98';2885;Southern California Logistics Airport;Victorville;California
KVIS;N36* 19.12';W119* 23.57';295;Visalia Municipal Airport;Visalia;California
KVNY;N34* 12.59';W118* 29.4';802;Van Nuys Airport;Van Nuys;California
KWHP;N34* 15.56';W118* 24.81';1003;Whiteman Airport;Los Angeles;California
KWJF;N34* 44.46';W118* 13.12';2348;General William J. Fox Airfield;Lancaster;California
KWLW;N39* 30.98';W122* 13.05';139;Willows-Glenn County Airport;Willows;California
KWVI;N36* 56.14';W121* 47.38';160;Watsonville Municipal Airport;Watsonville;California
K00C;N37* 12.2';W107* 52.2';6684;Animas Air Park Airport ;Durango;Colorado
KAEJ;N38* 48.85';W106* 7.24';7946;Central Colorado Regional;Buena Vista;Colorado
KAFF;N38* 58.18';W104* 48.78';6572;United States Air Force Academy Airfield;Colorado Springs;Colorado
KAIB;N38* 14.33';W108* 33.8';5940;Hopkins Field Airport;Nucla;Colorado
KAJZ;N38* 47.19';W108* 3.82';5193;Blake Field Airport;Delta;Colorado
KAKO;N40* 10.54';W103* 13.32';4714;Colorado Plains Regional Airport;Akron;Colorado
KALS;N37* 26.09';W105* 51.99';7539;San Luis Valley Regional Airport;Alamosa;Colorado
KANK;N38* 32.3';W106* 2.92';7523;Harriet Alexander Field ;Salida;Colorado
KAPA;N39* 34.21';W104* 50.96';5883;Centennial Airport;Centennial;Colorado
KASE;N39* 13.39';W106* 52.13';7820;Aspen-Pitkin County Airport;Aspen;Colorado
KBDU;N40* 2.37';W105* 13.55';5288;Boulder Municipal;Boulder;Colorado
KBJC;N39* 54.53';W105* 7.03';5670;Rocky Mountain Metropolitan Airport;Denver;Colorado
KBKF;N39* 42.1';W104* 45.1';5662;Buckley Air Force Base;Aurora;Colorado
KCAG;N40* 29.71';W107* 31.3';6193;Craig-Moffat Airport;Craig;Colorado
KCEZ;N37* 18.18';W108* 37.68';5918;Cortez Municipal Airport;Cortez;Colorado
KCOS;N38* 48.35';W104* 42.02';6184;Colorado Springs Airport (City of Colorado Springs Municipal Airport);Colorado Springs;Colorado
KDEN;N39* 51.7';W104* 40.39';5431;Denver International Airport (replaced Stapleton Int'l);Denver;Colorado
KDRO;N37* 9.09';W107* 45.23';6685;Durango-La Plata County Airport;Durango;Colorado
KEEO;N40* 2.93';W107* 53.16';6421;Meeker Airport;Meeker;Colorado
KEGE;N39* 38.55';W106* 55.06';6535;Eagle County Regional Airport;Eagle;Colorado
KFCS;N38* 40.7';W104* 45.39';5838;Butts Army Airfield (Fort Carson);Fort Carson;Colorado
KFNL;N40* 27.11';W105* 0.68';5016;Fort Collins-Loveland Municipal Airport;Fort Collins / Loveland;Colorado
KFTG;N39* 47.11';W104* 32.59';5512;Front Range Airport;Aurora;Colorado
KGJT;N39* 7.34';W108* 31.6';4858;Grand Junction Regional Airport (Walker Field);Grand Junction;Colorado
KGNB;N40* 5.5';W105* 55.03';8203;Granby-Grand County Airport;Granby;Colorado
KGUC;N38* 32.04';W106* 55.98';7680;Gunnison County Airport;Gunnison;Colorado
KGWS;N39* 30.5';W107* 18.69';5916;Glenwood Springs Municipal Airport;Glenwood Springs;Colorado
KGXY;N40* 26.24';W104* 37.99';4697;Greeley-Weld County Airport;Greeley;Colorado
KHDN;N40* 28.87';W107* 13.06';6602;Yampa Valley Airport;Hayden;Colorado
KHEQ;N40* 34.17';W102* 16.36';3730;Holyoke Municipal Airport;Holyoke;Colorado
KITR;N39* 14.55';W102* 17.12';4219;Kit Carson County Airport;Burlington;Colorado
KLHX;N38* 2.98';W103* 30.57';4238;La Junta Municipal Airport;La Junta;Colorado
KLIC;N39* 16.37';W103* 39.98';5365;Limon Municipal Airport;Limon;Colorado
KLXV;N39* 13.22';W106* 18.97';9928;Lake County Airport;Leadville;Colorado
KMTJ;N38* 30.59';W107* 53.65';5759;Montrose Regional Airport;Montrose;Colorado
KMVI;N37* 31.71';W106* 2.76';7608;Monte Vista Municipal Airport;Monte Vista;Colorado
KPUB;N38* 17.35';W104* 29.79';4726;Pueblo Memorial Airport;Pueblo;Colorado
KRIL;N39* 31.58';W107* 43.62';5544;Garfield County Regional Airport;Rifle;Colorado
KSBS;N40* 30.98';W106* 51.98';6878;Steamboat Springs Airport (Bob Adams Field);Steamboat Springs;Colorado
KSTK;N40* 36.92';W103* 15.89';4038;Sterling Municipal Airport;Sterling;Colorado
KTEX;N37* 57.23';W107* 54.51';9078;Telluride Regional Airport;Telluride;Colorado
KBDL;N41* 56.33';W72* 40.99';173;Bradley International Airport;Windsor Locks;Connecticut
KBDR;N41* 9.81';W73* 7.57';9;Igor I. Sikorsky Memorial Airport;Bridgeport;Connecticut
KDXR;N41* 22.29';W73* 28.93';458;Danbury Municipal Airport;Danbury;Connecticut
KGON;N41* 19.8';W72* 2.71';9;Groton-New London Airport;Groton / New London;Connecticut
KHFD;N41* 44.2';W72* 38.97';18;Hartford-Brainard Airport;Hartford;Connecticut
KHVN;N41* 15.83';W72* 53.21';13;Tweed-New Haven Airport;New Haven;Connecticut
KIJD;N41* 44.64';W72* 10.81';247;Windham Airport;Willimantic;Connecticut
KMMK;N41* 30.52';W72* 49.77';103;Meriden Markham Municipal Airport;Meriden;Connecticut
KOXC;N41* 28.71';W73* 8.12';726;Waterbury-Oxford Airport;Oxford;Connecticut
KSNC;N41* 23.03';W72* 30.35';416;Chester Airport;Chester;Connecticut
KDOV;N39* 7.77';W75* 27.96';28;Dover Air Force Base;Dover;Delaware
KEVY;N39* 31.22';W75* 43.23';70;Summit Airport;Middletown;Delaware
KGED;N38* 41.35';W75* 21.53';50;Sussex County Airport;Georgetown;Delaware
KILG;N39* 40.72';W75* 36.39';79;New Castle County Airport;Wilmington;Delaware
KBOF;N38* 50.57';W77* 0.97';20;Washington Bolling AFB;Washington, District of Columbia;District of Columbia
KIAD;N38* 56.67';W77* 27.35';312;Washington Dulles International Airport;Washington, District of Columbia;District of Columbia
00FD;N28* 50.8';W82* 20.72';25;Ringhaver Heliport;Riverview;Florida
KAAF;N29* 43.65';W85* 1.65';20;Apalachicola Municipal Airport;Apalachicola;Florida
KAGR;N27* 38.87';W81* 20.49';68;MacDill AFB Auxiliary Field;Avon Park;Florida
KAPF;N26* 9.17';W81* 46.51';8;Naples Municipal Airport;Naples;Florida
KAVO;N27* 35.47';W81* 31.67';156;Avon Park Executive Airport;Avon Park;Florida
KBCT;N26* 22.71';W80* 6.46';13;Boca Raton Airport;Boca Raton;Florida
KBKV;N28* 28.42';W82* 27.33';77;Hernando County Airport;Brooksville;Florida
KBOW;N27* 56.6';W81* 47.01';125;Bartow Municipal Airport;Bartow;Florida
KCDK;N29* 8.26';W83* 2.99';7;George T. Lewis Airport;Cedar Key;Florida
KCEW;N30* 46.73';W86* 31.33';213;Bob Sikes Airport;Crestview;Florida
KCGC;N28* 52.1';W82* 34.45';9;Crystal River Airport;Crystal River;Florida
KCHN;N27* 30.82';W81* 52.84';108;Wauchula Municipal Airport;Wauchula;Florida
KCLW;N27* 58.6';W82* 45.52';71;Clearwater Air Park;Clearwater;Florida
KCOF;N28* 14.37';W80* 36.45';8;Patrick Air Force Base;Cocoa Beach;Florida
KCOI;N28* 20.5';W80* 41.13';7;Merritt Island Airport;Merritt Island;Florida
KCRG;N30* 20.18';W81* 30.87';41;Craig Municipal Airport;Jacksonville;Florida
KCTY;N29* 38.13';W83* 6.29';42;Cross City Airport;Cross City;Florida
KDAB;N29* 10.79';W81* 3.48';34;Daytona Beach International Airport;Daytona Beach;Florida
KDED;N29* 4.02';W81* 17.04';80;DeLand Municipal Airport (Sidney H. Taylor Field);Deland;Florida
KDTS;N30* 24';W86* 28.29';23;Destin-Fort Walton Beach Airport;Destin;Florida
KEGI;N30* 39.02';W86* 31.37';191;Duke Field (Eglin Auxiliary Field 3);Crestview;Florida
KEVB;N29* 3.35';W80* 56.9';10;New Smyrna Beach Municipal Airport;New Smyrna Beach;Florida
KEYW;N24* 33.37';W81* 45.57';3;Key West International Airport;Key West;Florida
KFLL;N26* 4.36';W80* 9.17';9;Fort Lauderdale-Hollywood International Airport;Fort Lauderdale / Hollywood;Florida
KFMY;N26* 35.2';W81* 51.79';17;Page Field;Fort Myers;Florida
KFPR;N27* 29.7';W80* 22.1';23;St. Lucie County International Airport;Fort Pierce;Florida
KFXE;N26* 11.84';W80* 10.24';13;Fort Lauderdale Executive Airport;Fort Lauderdale;Florida
KGIF;N28* 3.77';W81* 45.2';145;Winter Haven's Gilbert Airport;Winter Haven;Florida
KGNV;N29* 41.4';W82* 16.31';152;Gainesville Regional Airport;Gainesville;Florida
KHEG;N30* 16.67';W81* 48.36';87;Herlong Airport;Jacksonville;Florida
KHST;N25* 29.31';W80* 23.02';6;Homestead Joint Air Reserve Base;Homestead;Florida
KHWO;N26* 0.09';W80* 14.43';9;North Perry Airport;Hollywood;Florida
KIMM;N26* 25.99';W81* 24.06';36;Immokalee Airport;Immokalee;Florida
KISM;N28* 17.39';W81* 26.23';82;Kissimmee Gateway Airport;Kissimmee;Florida
KJAX;N30* 29.64';W81* 41.27';30;Jacksonville International Airport;Jacksonville;Florida
KLAL;N27* 59.33';W82* 1.11';142;Lakeland Linder Regional Airport;Lakeland;Florida
KLCQ;N30* 10.92';W82* 34.61';201;Lake City Municipal Airport;Lake City;Florida
KLEE;N28* 49.36';W81* 48.54';77;Leesburg International Airport;Leesburg;Florida
KLNA;N26* 35.58';W80* 5.1';15;Palm Beach County Park Airport (Lantana Airport);West Palm Beach;Florida
KMAI;N30* 50.27';W85* 10.91';110;Marianna Municipal Airport;Marianna;Florida
KMCF;N27* 50.96';W82* 31.27';14;MacDill Air Force Base;Tampa;Florida
KMCO;N28* 25.76';W81* 18.54';96;Orlando International Airport;Orlando;Florida
KMIA;N25* 47.59';W80* 17.43';8;Miami International Airport;Miami;Florida
KMKY;N25* 59.7';W81* 40.35';5;Marco Island Airport;Naples;Florida
KMLB;N28* 6.17';W80* 38.75';33;Melbourne International Airport;Melbourne;Florida
KMTH;N24* 43.57';W81* 3.08';7;Florida Keys Marathon Airport;Marathon;Florida
KNEN;N30* 21';W81* 52';99;Naval Outlying Field Whitehouse;Jacksonville;Florida
KNFJ;N30* 30.02';W86* 57';358;Naval Outlying Field Choctaw;Milton;Florida
KNIP;N30* 14.09';W81* 40.58';22;Naval Air Station Jacksonville;Jacksonville;Florida
KNPA;N30* 21.17';W87* 19.12';28;Naval Air Station Pensacola;Pensacola;Florida
KNQX;N24* 34.44';W81* 41.17';6;Naval Air Station Key West;Boca Chica Key;Florida
KNRB;N30* 23.51';W81* 25.39';17;Mayport Naval Station;Jacksonville;Florida
KNUN;N30* 28.18';W87* 20.28';85;Naval Outlying Field Saufley;Pensacola;Florida
KNVI;N30* 41.98';W87* 11.74';180;Naval Outlying Field Pace;Wallace;Florida
KOBE;N27* 15.77';W80* 50.99';34;Okeechobee County Airport;Okeechobee;Florida
KOCF;N29* 10.36';W82* 13.45';89;Ocala International Airport;Ocala;Florida
KOMN;N29* 18.03';W81* 6.82';29;Ormond Beach Municipal Airport;Ormond Beach;Florida
KOPF;N25* 54.42';W80* 16.7';8;Opa-locka Airport;Opa-locka;Florida
KORL;N28* 32.73';W81* 19.98';113;Orlando Executive Airport;Orlando;Florida
KPAM;N30* 4.2';W85* 34.59';18;Tyndall AFB;Panama City;Florida
KPBI;N26* 40.99';W80* 5.74';19;Palm Beach International Airport;West Palm Beach;Florida
KPCM;N28* 0.01';W82* 9.85';154;Plant City Airport;Plant City;Florida
KPFN;N30* 12.73';W85* 40.97';20;Panama City-Bay County International Airport;Panama City;Florida
KPGD;N26* 55.21';W81* 59.43';25;Charlotte County Airport;Punta Gorda;Florida
KPHK;N26* 47.1';W80* 41.6';16;Palm Beach County Glades Airport;Pahokee;Florida
KPIE;N27* 54.64';W82* 41.25';10;St. Petersburg-Clearwater International Airport;St. Petersburg;Florida
KPNS;N30* 28.4';W87* 11.25';121;Pensacola Regional Airport;Pensacola;Florida
KRSW;N26* 32.17';W81* 45.31';30;Southwest Florida International Airport;South Fort Myers;Florida
KSEF;N27* 27.38';W81* 20.54';63;Sebring Regional Airport;Sebring;Florida
KSFB;N28* 46.66';W81* 14.25';55;Orlando Sanford International Airport;Sanford;Florida
KSGJ;N29* 57.55';W81* 20.39';10;St. Augustine Airport;St. Augustine;Florida
KSPG;N27* 45.91';W82* 37.62';8;Albert Whitted Airport;St. Petersburg;Florida
KSRQ;N27* 23.73';W82* 33.26';31;Sarasota-Bradenton International Airport;Sarasota;Florida
KSUA;N27* 10.9';W80* 13.27';18;Witham Field;Stuart;Florida
KTIX;N28* 30.89';W80* 47.95';34;Space Coast Regional Airport;Titusville;Florida
KTLH;N30* 23.79';W84* 21.02';81;Tallahassee Regional Airport;Tallahassee;Florida
KTMB;N25* 38.87';W80* 25.97';8;Kendall-Tamiami Executive Airport;Miami;Florida
KTNT;N25* 51.71';W80* 53.82';13;Dade-Collier Training and Transition Airport;Miami;Florida
KTPA;N27* 58.53';W82* 32';26;Tampa International Airport;Tampa;Florida
KVDF;N28* 0.84';W82* 20.72';22;Tampa Executive Airport;Tampa;Florida
KVNC;N27* 4.3';W82* 26.42';18;Venice Municipal Airport;Venice;Florida
KVPS;N30* 28.98';W86* 31.52';87;Northwest Florida Regional Airport;Valparaiso;Florida
KVQQ;N30* 13.13';W81* 52.62';81;Cecil Field;Jacksonville;Florida
KVRB;N27* 39.33';W80* 25.08';24;Vero Beach Municipal Airport;Vero Beach;Florida
KXMR;N28* 28.06';W80* 34.01';10;Cape Canaveral Air Force Station Skid Strip;Cocoa Beach;Florida
KZPH;N28* 13.69';W82* 9.35';90;Zephyrhills Municipal Airport;Zephyrhills;Florida
00GE;N33* 53.05';W84* 44.03';957;Caffrey Heliport;Hiram;Georgia
KABY;N31* 32.13';W84* 11.67';197;Southwest Georgia Regional Airport;Albany;Georgia
KACJ;N32* 6.65';W84* 11.33';471;Souther Field;Americus;Georgia
KAGS;N33* 22.2';W81* 57.87';145;Augusta Regional Airport at Bush Field;Augusta;Georgia
KAHN;N33* 56.92';W83* 19.58';808;Athens-Ben Epps Airport;Athens;Georgia
KAJR;N34* 30.05';W83* 33.29';1448;Habersham County Airport;Cornelia;Georgia
KAMG;N31* 32.16';W82* 30.39';200;Bacon County Airport;Alma;Georgia
KATL;N33* 38.43';W84* 25.62';1026;Hartsfield-Jackson Atlanta International Airport;Atlanta;Georgia
KAYS;N31* 14.94';W82* 23.73';142;Waycross-Ware County Airport;Waycross;Georgia
KAZE;N31* 53.08';W82* 38.84';255;Hazlehurst Airport;Hazlehurst;Georgia
KBGE;N30* 58.29';W84* 38.25';142;Decatur County Industrial Air Park;Bainbridge;Georgia
KBHC;N31* 42.83';W82* 23.63';201;Baxley Municipal Airport;Baxley;Georgia
KBIJ;N31* 23.85';W84* 53.69';215;Early County Airport;Blakely;Georgia
KBQK;N31* 15.53';W81* 27.99';26;Brunswick Golden Isles Airport;Brunswick;Georgia
KBXG;N33* 2.46';W82* 0.24';302;Burke County Airport;Waynesboro;Georgia
KCCO;N33* 18.69';W84* 46.19';970;Newnan Coweta County Airport;Newnan;Georgia
KCKF;N31* 59.33';W83* 46.43';309;Crisp County-Cordele Airport;Cordele;Georgia
KCSG;N32* 30.98';W84* 56.33';397;Columbus Airport;Columbus;Georgia
KCTJ;N33* 37.86';W85* 9.12';1161;West Georgia Regional Airport (O.V. Gray Field);Carrollton;Georgia
KCWV;N32* 11.7';W81* 52.17';112;Claxton-Evans County Airport;Claxton;Georgia
KCXU;N31* 12.77';W84* 14.21';175;Camilla-Mitchell County Airport;Camilla;Georgia
KCZL;N34* 27.52';W84* 56.4';642;Tom B. David Field;Calhoun;Georgia
KDBN;N32* 33.87';W82* 59.12';310;W. H. 'Bud' Barron Airport;Dublin;Georgia
KDNL;N33* 27.99';W82* 2.36';423;Daniel Field;Augusta;Georgia
KDNN;N34* 43.3';W84* 52.15';710;Dalton Municipal Airport;Dalton;Georgia
KDQH;N31* 28.6';W82* 51.63';257;Douglas Municipal Airport;Douglas;Georgia
KEZM;N32* 12.85';W83* 7.68';304;Heart of Georgia Regional Airport;Eastman;Georgia
KFFC;N33* 21.44';W84* 34.31';808;Falcon Field;Peachtree City;Georgia
KFTY;N33* 46.75';W84* 31.28';841;Fulton County Airport (Brown Field);Atlanta;Georgia
KFZG;N31* 41.02';W83* 16.23';365;Fitzgerald Municipal Airport;Fitzgerald;Georgia
KHOE;N31* 3.36';W82* 46.45';186;Homerville Airport;Homerville;Georgia
KHQU;N33* 31.78';W82* 30.99';498;Thomson-McDuffie County Airport;Thomson;Georgia
KIIY;N33* 46.76';W82* 48.95';645;Washington-Wilkes County Airport;Washington;Georgia
KJZP;N34* 27.2';W84* 27.44';1535;Pickens County Airport;Jasper;Georgia
KLSF;N32* 20.24';W84* 59.48';232;Lawson Army Airfield;Fort Benning;Georgia
KLZU;N33* 58.68';W83* 57.74';1061;Gwinnett County Airport (Briscoe Field);Lawrenceville;Georgia
KMCN;N32* 41.57';W83* 38.95';354;Middle Georgia Regional Airport;Macon;Georgia
KMGE;N33* 54.92';W84* 30.98';1068;Dobbins Air Reserve Base (Atlanta NAS);Marietta;Georgia
KPDK;N33* 52.54';W84* 18.12';1003;DeKalb-Peachtree Airport;Atlanta;Georgia
KPXE;N32* 30.64';W83* 46.04';418;Perry-Houston County Airport;Perry;Georgia
KRYY;N34* 0.79';W84* 35.91';1040;Cobb County McCollum Field;Kennesaw;Georgia
KSAV;N32* 7.66';W81* 12.13';50;Savannah/Hilton Head International Airport;Savannah;Georgia
KVLD;N30* 46.95';W83* 16.6';203;Valdosta Regional Airport;Valdosta;Georgia
00HI;N19* 49.95';W155* 58.9';43;Kaupulehu Heliport;Kailua/Kona;Hawaii
PHDH;N21* 34.81';W158* 11.83';15;Dillingham Airfield;Waialua;Hawaii
PHHI;N21* 29.01';W158* 2.38';837;Wheeler Army Airfield;Wahiawa;Hawaii
PHHN;N20* 47.74';W156* 0.87';78;Hana Airport;Hana;Hawaii
PHJR;N21* 18.44';W158* 4.22';30;Kalaeloa Airport (John Rodgers Field);Kapolei;Hawaii
PHKO;N19* 44.33';W156* 2.74';47;Kona International Airport;Kailua-Kona;Hawaii
PHLI;N21* 58.57';W159* 20.32';153;Lihu'e Airport;Lihue;Hawaii
PHLU;N21* 12.66';W156* 58.42';24;Kalaupapa Airport;Kalaupapa;Hawaii
PHMK;N21* 9.17';W157* 5.78';454;Molokai Airport;Kaunakakai;Hawaii
PHMU;N20* 0.08';W155* 40.09';2671;Waimea-Kohala Airport;Kamuela;Hawaii
PHNL;N21* 19.12';W157* 55.34';13;Honolulu International Airport;Honolulu;Hawaii
PHNY;N20* 47.14';W156* 57.09';1308;Lanai Airport;Lanai City;Hawaii
PHOG;N20* 53.92';W156* 25.83';54;Kahului Airport;Kahului;Hawaii
PHTO;N19* 43.22';W155* 2.91';38;Hilo International Airport;Hilo;Hawaii
PHUP;N20* 15.92';W155* 51.6';96;Upolu Airport;Hawi;Hawaii
00ID;N28* 50.8';W82* 20.72';2064;Delta Shores;Clark Fork;Idaho
KAOC;N43* 36.21';W113* 20.06';5332;Arco Butte County Airport;Arco;Idaho
KBOI;N43* 33.86';W116* 13.37';2871;Boise Air Terminal (Gowen Field);Boise;Idaho
KBYI;N42* 32.56';W113* 46.29';4150;Burley Municipal Airport;Burley;Idaho
KCOE;N47* 46.46';W116* 49.18';2318;Coeur d'Alene Air Terminal;Coeur d'Alene;Idaho
KEUL;N43* 38.51';W116* 38.15';2431;Caldwell Industrial Airport;Caldwell;Idaho
KGNG;N42* 55.03';W114* 45.91';3728;Gooding Municipal Airport;Gooding;Idaho
KIDA;N43* 30.82';W112* 4.24';4740;Idaho Falls Regional Airport;Idaho Falls;Idaho
KJER;N42* 43.6';W114* 27.4';4053;Jerome County Airport;Jerome;Idaho
KLLJ;N44* 31.38';W114* 13.05';5072;Challis Airport;Challis;Idaho
KLWS;N46* 22.47';W117* 0.92';1438;Lewiston-Nez Perce County Airport;Lewiston;Idaho
KMLD;N42* 10';W112* 17.8';4503;Malad City Airport;Malad City;Idaho
KMUO;N43* 2.62';W115* 52.35';2996;Mountain Home Air Force Base;Mountain Home;Idaho
KMYL;N44* 53.38';W116* 6.08';5021;McCall Airport;McCall;Idaho
KPIH;N42* 54.59';W112* 35.75';4452;Pocatello Regional Airport;Pocatello;Idaho
KRXE;N43* 50.03';W111* 48.31';4858;Rexburg-Madison County Airport;Rexburg;Idaho
KSMN;N45* 7.43';W113* 52.88';4043;Lemhi County Airport;Salmon;Idaho
KSUN;N43* 30.27';W114* 17.77';5320;Friedman Memorial Airport;Hailey;Idaho
KSZT;N48* 17.97';W116* 33.61';2131;Sandpoint Airport;Sandpoint;Idaho
KTWF;N42* 28.91';W114* 29.26';4151;Joslin Field / Magic Valley Regional Airport;Twin Falls;Idaho
00LL;N39* 39.92';W89* 42.33';600;AC & R Components Heliport;Chatham;Illinois
KAAA;N40* 9.51';W89* 20.1';597;Logan County Airport;Lincoln;Illinois
KAJG;N38* 36.39';W87* 43.6';429;Mount Carmel Municipal Airport;Mount Carmel;Illinois
KALN;N38* 53.42';W90* 2.76';544;St. Louis Regional Airport;Alton;Illinois
KARR;N41* 46.32';W88* 28.54';712;Aurora Municipal Airport;Aurora;Illinois
KBLV;N38* 32.71';W89* 50.11';459;MidAmerica St. Louis Airport / Scott Air Force Base;Belleville;Illinois
KBMI;N40* 28.68';W88* 54.96';871;Central Illinois Regional Airport;Bloomington;Illinois
KCIR;N37* 3.87';W89* 13.18';321;Cairo Regional Airport;Cairo;Illinois
KCMI;N40* 2.36';W88* 16.68';754;University of Illinois Willard Airport;Savoy;Illinois
